Gene name,chromosome,tss_loc,gene_symbol,gene_ensembl_id
IGKV3-11,HG2290_PATCH,89027731,IGKV3-11,ENSG00000282823
IGKV3-15,HG2290_PATCH,89085787,IGKV3-15,ENSG00000282447
IGKV3-20,HG2290_PATCH,89143160,IGKV3-20,ENSG00000282402
IGKV3-25,HG2290_PATCH,89192752,IGKV3-25,ENSG00000282062
IGKV3-31,HG2290_PATCH,89252736,IGKV3-31,ENSG00000282743
IGKV3-34,HG2290_PATCH,89275787,IGKV3-34,ENSG00000282149
IGKV3-7,HG2290_PATCH,88979081,IGKV3-7,ENSG00000282310
IGKV3D-11,2,90172802,IGKV3D-11,ENSG00000211632
IGKV3D-15,2,90114838,IGKV3D-15,ENSG00000224041
IGKV3D-20,2,90038848,IGKV3D-20,ENSG00000211625
IGKV3D-25,2,89989987,IGKV3D-25,ENSG00000254097
IGKV3D-31,2,89929701,IGKV3D-31,ENSG00000253999
IGKV3D-34,2,89906757,IGKV3D-34,ENSG00000253501
IGKV3D-7,HSCHR2_2_CTG7,41173,IGKV3D-7,ENSG00000275777
IGKV3OR2-268,2,87338511,IGKV3OR2-268,ENSG00000233999
IGKV3OR2-5,HG2275_PATCH,323597,IGKV3OR2-5,ENSG00000291588
IGKV3OR22-2,22,16926444,IGKV3OR22-2,ENSG00000254264
IGKV4-1,2,88885397,IGKV4-1,ENSG00000211598
IGKV5-2,HG2290_PATCH,6058,IGKV5-2,ENSG00000282172
IGKV6-21,HG2290_PATCH,89160366,IGKV6-21,ENSG00000282210
IGKV6D-21,2,90021567,IGKV6D-21,ENSG00000225523
IGKV6D-41,2,90069662,IGKV6D-41,ENSG00000211626
IGKV7-3,HG2290_PATCH,88915378,IGKV7-3,ENSG00000282050
IGLC1,22,22895375,IGLC1,ENSG00000211675
IGLC2,22,22900976,IGLC2,ENSG00000211677
IGLC3,22,22906342,IGLC3,ENSG00000211679
IGLC4,22,22910828,IGLC4,ENSG00000254029
IGLC5,22,22915635,IGLC5,ENSG00000254030
IGLC6,22,22919535,IGLC6,ENSG00000222037
IGLC7,22,22922594,IGLC7,ENSG00000211685
IGLCOR22-1,22,32199919,IGLCOR22-1,ENSG00000254127
IGLCOR22-2,22,32356988,IGLCOR22-2,ENSG00000271093
IGLJ1,22,22893692,IGLJ1,ENSG00000211674
IGLJ2,22,22899481,IGLJ2,ENSG00000211676
IGLJ3,22,22904850,IGLJ3,ENSG00000211678
IGLJ4,22,22910574,IGLJ4,ENSG00000211680
IGLJ5,22,22914272,IGLJ5,ENSG00000211681
IGLJ6,22,22918132,IGLJ6,ENSG00000211682
IGLJ7,22,22921390,IGLJ7,ENSG00000211684
IGLJCOR18,18,3394889,IGLJCOR18,ENSG00000265243
IGLL1,22,23580302,IGLL1,ENSG00000128322
IGLL3P,22,25318256,IGLL3P,ENSG00000206066
IGLL4P,22,20632619,IGLL4P,ENSG00000276427
IGLL5,22,22887780,IGLL5,ENSG00000254709
IGLON5,19,51311644,IGLON5,ENSG00000142549
IGLV1-36,22,67597,IGLV1-36,ENSG00000211655
IGLV1-40,22,45415,IGLV1-40,ENSG00000211653
IGLV1-41,22,39855,IGLV1-41,ENSG00000253818
IGLV1-44,22,7318,IGLV1-44,ENSG00000211651
IGLV1-47,22,22357739,IGLV1-47,ENSG00000211648
IGLV1-50,22,22327300,IGLV1-50,ENSG00000211645
IGLV1-51,22,22322472,IGLV1-51,ENSG00000211644
IGLV1-62,22,22086561,IGLV1-62,ENSG00000253823
IGLV10-54,22,22214794,IGLV10-54,ENSG00000211642
IGLV10-67,22,22043618,IGLV10-67,ENSG00000253794
IGLV11-55,22,22201663,IGLV11-55,ENSG00000211641
IGLV2-11,22,22792491,IGLV2-11,ENSG00000211668
IGLV2-14,22,22758700,IGLV2-14,ENSG00000211666
IGLV2-18,22,22734607,IGLV2-18,ENSG00000211664
IGLV2-23,22,22697789,IGLV2-23,ENSG00000211660
IGLV2-28,22,22664473,IGLV2-28,ENSG00000253451
IGLV2-33,22,223812,IGLV2-33,ENSG00000211656
IGLV2-34,22,215499,IGLV2-34,ENSG00000253120
IGLV2-5,22,22856762,IGLV2-5,ENSG00000253234
IGLV2-8,22,22822658,IGLV2-8,ENSG00000278196
IGLV3-1,22,22880706,IGLV3-1,ENSG00000211673
IGLV3-10,22,22811747,IGLV3-10,ENSG00000211669
IGLV3-12,22,22771824,IGLV3-12,ENSG00000211667
IGLV3-13,22,22762294,IGLV3-13,ENSG00000253590
IGLV3-15,22,22755554,IGLV3-15,ENSG00000253786
IGLV3-16,22,22747383,IGLV3-16,ENSG00000211665
IGLV3-17,22,22738944,IGLV3-17,ENSG00000253152
IGLV3-19,22,22720623,IGLV3-19,ENSG00000211663
IGLV3-2,22,22873212,IGLV3-2,ENSG00000253963
IGLV3-21,22,22711689,IGLV3-21,ENSG00000211662
IGLV3-22,22,22704265,IGLV3-22,ENSG00000211661
IGLV3-24,22,22694439,IGLV3-24,ENSG00000253822
IGLV3-25,22,22686726,IGLV3-25,ENSG00000211659
IGLV3-26,22,22673152,IGLV3-26,ENSG00000253913
IGLV3-27,22,22668288,IGLV3-27,ENSG00000211658
IGLV3-29,22,22661299,IGLV3-29,ENSG00000253338
IGLV3-30,22,254229,IGLV3-30,ENSG00000253329
IGLV3-31,22,240102,IGLV3-31,ENSG00000253920
IGLV3-32,22,230185,IGLV3-32,ENSG00000211657
IGLV3-4,22,22858025,IGLV3-4,ENSG00000226420
IGLV3-6,22,22850375,IGLV3-6,ENSG00000253448
IGLV3-7,22,22838602,IGLV3-7,ENSG00000254077
IGLV3-9,22,22819010,IGLV3-9,ENSG00000211670
IGLV4-3,22,22871507,IGLV4-3,ENSG00000211672
IGLV4-60,22,22162199,IGLV4-60,ENSG00000211639
IGLV4-69,22,22030934,IGLV4-69,ENSG00000211637
IGLV5-37,22,63177,IGLV5-37,ENSG00000211654
IGLV5-45,22,2537,IGLV5-45,ENSG00000211650
IGLV5-48,22,22352940,IGLV5-48,ENSG00000211647
IGLV5-52,22,22318727,IGLV5-52,ENSG00000211643
IGLV6-57,22,22195799,IGLV6-57,ENSG00000211640
IGLV7-35,22,85841,IGLV7-35,ENSG00000253631
IGLV7-43,22,21571,IGLV7-43,ENSG00000211652
IGLV7-46,22,22369614,IGLV7-46,ENSG00000211649
IGLV8-61,22,22098700,IGLV8-61,ENSG00000211638
IGLV8OR8-1,8,47202897,IGLV8OR8-1,ENSG00000215177
IGLV9-49,22,22343187,IGLV9-49,ENSG00000223350
IGLVI-20,22,22715290,IGLVI-20,ENSG00000254240
IGLVI-38,22,61459,IGLVI-38,ENSG00000253889
IGLVI-42,22,23582,IGLVI-42,ENSG00000254175
IGLVI-56,22,22198560,IGLVI-56,ENSG00000253126
IGLVI-63,22,22079770,IGLVI-63,ENSG00000253752
IGLVI-68,22,22032745,IGLVI-68,ENSG00000254355
IGLVI-70,22,22026076,IGLVI-70,ENSG00000253239
IGLVIV-53,22,22219647,IGLVIV-53,ENSG00000253935
IGLVIV-59,22,22179228,IGLVIV-59,ENSG00000254308
IGLVIV-64,22,22075366,IGLVIV-64,ENSG00000253242
IGLVIV-65,22,22070225,IGLVIV-65,ENSG00000254161
IGLVIV-66-1,22,22058433,IGLVIV-66-1,ENSG00000253874
IGLVIVOR22-1,22,25437823,IGLVIVOR22-1,ENSG00000271138
IGLVIVOR22-2,22,32376682,IGLVIVOR22-2,ENSG00000243519
IGLVV-58,22,22182582,IGLVV-58,ENSG00000253637
IGLVV-66,22,22061077,IGLVV-66,ENSG00000254075
IGLVVI-22-1,22,22700760,IGLVVI-22-1,ENSG00000253546
IGLVVI-25-1,22,22679097,IGLVVI-25-1,ENSG00000253779
IGLVVII-41-1,22,34499,IGLVVII-41-1,ENSG00000254073
IGSF1,X,131578899,IGSF1,ENSG00000147255
IGSF10,3,151461061,IGSF10,ENSG00000152580
IGSF11,3,119146068,IGSF11,ENSG00000144847
IGSF11-AS1,3,118943072,IGSF11-AS1,ENSG00000239877
IGSF21,1,18107798,IGSF21,ENSG00000117154
IGSF21-AS1,1,18179346,IGSF21-AS1,ENSG00000230035
IGSF22,11,18726230,IGSF22,ENSG00000179057
IGSF22-AS1,11,18706474,IGSF22-AS1,ENSG00000254966
IGSF23,19,44613563,IGSF23,ENSG00000216588
IGSF3,1,116667755,IGSF3,ENSG00000143061
IGSF3P1,HG2291_PATCH,18309934,IGSF3P1,ENSG00000281084
IGSF3P2,2,91736726,IGSF3P2,ENSG00000223703
IGSF5,21,39745183,IGSF5,ENSG00000183067
IGSF6,16,21652608,IGSF6,ENSG00000140749
IGSF8,1,160098943,IGSF8,ENSG00000162729
IGSF9,1,159945613,IGSF9,ENSG00000085552
IGSF9B,11,133956968,IGSF9B,ENSG00000080854
IHH,2,219060921,IHH,ENSG00000163501
IHO1,3,49198428,IHO1,ENSG00000173421
IK,5,140647058,IK,ENSG00000113141
IKBIP,12,98645113,IKBIP,ENSG00000166130
IKBKB,8,42271302,IKBKB,ENSG00000104365
IKBKB-DT,8,42271275,IKBKB-DT,ENSG00000253408
IKBKE,1,206470476,IKBKE,ENSG00000263528
IKBKE-AS1,1,206497728,IKBKE-AS1,ENSG00000162888
IKBKG,X,154541199,IKBKG,ENSG00000269335
IKBKGP1,X,154648275,IKBKGP1,ENSG00000275882
IKZF1,7,50304068,IKZF1,ENSG00000185811
IKZF2,2,213152427,IKZF2,ENSG00000030419
IKZF3,17,39864312,IKZF3,ENSG00000161405
IKZF4,12,56007659,IKZF4,ENSG00000123411
IKZF5,10,123008812,IKZF5,ENSG00000095574
IL10,1,206774541,IL10,ENSG00000136634
IL10RA,11,117986370,IL10RA,ENSG00000110324
IL10RB,21,33266367,IL10RB,ENSG00000243646
IL10RB-DT,21,33266301,IL10RB-DT,ENSG00000223799
IL11,19,55370463,IL11,ENSG00000095752
IL11RA,9,34652162,IL11RA,ENSG00000137070
IL12A,3,159988835,IL12A,ENSG00000168811
IL12A-AS1,3,160226966,IL12A-AS1,ENSG00000244040
IL12B,5,159330863,IL12B,ENSG00000113302
IL12RB1,19,18098944,IL12RB1,ENSG00000096996
IL12RB2,1,67307364,IL12RB2,ENSG00000081985
IL13,5,132656263,IL13,ENSG00000169194
IL13RA1,X,118727133,IL13RA1,ENSG00000131724
IL13RA2,X,115019977,IL13RA2,ENSG00000123496
IL15,4,141636583,IL15,ENSG00000164136
IL15RA,10,5978187,IL15RA,ENSG00000134470
IL16,15,81159575,IL16,ENSG00000172349
IL17A,6,52186375,IL17A,ENSG00000112115
IL17B,5,149404202,IL17B,ENSG00000127743
IL17C,16,88638572,IL17C,ENSG00000124391
IL17D,13,20702127,IL17D,ENSG00000172458
IL17F,6,52245689,IL17F,ENSG00000112116
IL17RA,22,17084954,IL17RA,ENSG00000177663
IL17RB,3,53846568,IL17RB,ENSG00000056736
IL17RC,3,9917074,IL17RC,ENSG00000163702
IL17RD,3,57170306,IL17RD,ENSG00000144730
IL17RE,3,9902612,IL17RE,ENSG00000163701
IL17REL,22,50012765,IL17REL,ENSG00000188263
IL18,11,112164096,IL18,ENSG00000150782
IL18BP,11,71998613,IL18BP,ENSG00000137496
IL18R1,2,102311529,IL18R1,ENSG00000115604
IL18RAP,2,102418689,IL18RAP,ENSG00000115607
IL19,1,206770764,IL19,ENSG00000142224
IL1A,2,112784493,IL1A,ENSG00000115008
IL1B,2,112836816,IL1B,ENSG00000125538
IL1F10,2,113067970,IL1F10,ENSG00000136697
IL1R1,2,102064544,IL1R1,ENSG00000115594
IL1R1-AS1,2,102182422,IL1R1-AS1,ENSG00000226925
IL1R2,2,101991960,IL1R2,ENSG00000115590
IL1RAP,3,190514051,IL1RAP,ENSG00000196083
IL1RAPL1,X,28587446,IL1RAPL1,ENSG00000169306
IL1RAPL2,X,104566199,IL1RAPL2,ENSG00000189108
IL1RL1,2,102311502,IL1RL1,ENSG00000115602
IL1RL2,2,102187006,IL1RL2,ENSG00000115598
IL1RN,2,113099315,IL1RN,ENSG00000136689
IL2,4,122456725,IL2,ENSG00000109471
IL20,1,206865623,IL20,ENSG00000162891
IL20RA,6,137045180,IL20RA,ENSG00000016402
IL20RB,3,136946230,IL20RB,ENSG00000174564
IL20RB-AS1,3,136982196,IL20RB-AS1,ENSG00000249407
IL21,4,122621066,IL21,ENSG00000138684
IL21-AS1,4,122618983,IL21-AS1,ENSG00000227145
IL21R,16,27402174,IL21R,ENSG00000103522
IL21R-AS1,16,27453393,IL21R-AS1,ENSG00000259954
IL22,12,68253604,IL22,ENSG00000127318
IL22RA1,1,24143140,IL22RA1,ENSG00000142677
IL22RA2,6,137173648,IL22RA2,ENSG00000164485
IL23A,12,56334174,IL23A,ENSG00000110944
IL23R,1,67138907,IL23R,ENSG00000162594
IL24,1,206897443,IL24,ENSG00000162892
IL25,14,23372809,IL25,ENSG00000166090
IL26,12,68225810,IL26,ENSG00000111536
IL27,16,28512051,IL27,ENSG00000197272
IL27RA,HG109_PATCH,243603,IL27RA,ENSG00000288185
IL2RA,10,6062370,IL2RA,ENSG00000134460
IL2RB,22,37175118,IL2RB,ENSG00000100385
IL2RG,X,71112108,IL2RG,ENSG00000147168
IL3,5,132060655,IL3,ENSG00000164399
IL31,12,122174221,IL31,ENSG00000204671
IL31RA,5,55851357,IL31RA,ENSG00000164509
IL32,16,3065297,IL32,ENSG00000008517
IL33,9,6215786,IL33,ENSG00000137033
IL34,16,70579895,IL34,ENSG00000157368
IL36A,2,113005459,IL36A,ENSG00000136694
IL36B,2,113052867,IL36B,ENSG00000136696
IL36G,2,112973203,IL36G,ENSG00000136688
IL36RN,2,113058638,IL36RN,ENSG00000136695
IL37,2,112911165,IL37,ENSG00000125571
IL3RA,Y,1336616,IL3RA,ENSG00000292332
IL4,5,132673986,IL4,ENSG00000113520
IL4I1,19,49929539,IL4I1,ENSG00000104951
IL4R,16,27313668,IL4R,ENSG00000077238
IL5,5,132556838,IL5,ENSG00000113525
IL5RA,3,3126613,IL5RA,ENSG00000091181
IL6,7,22725884,IL6,ENSG00000136244
IL6-AS1,7,22727620,IL6-AS1,ENSG00000179428
IL6R,1,154405193,IL6R,ENSG00000160712
IL6R-AS1,1,154406564,IL6R-AS1,ENSG00000228013
IL6RP1,9,90082569,IL6RP1,ENSG00000234910
IL6ST,5,55995022,IL6ST,ENSG00000134352
IL6ST-DT,5,55995138,IL6ST-DT,ENSG00000227908
IL6STP1,17,15783288,IL6STP1,ENSG00000227018
IL7,8,78805523,IL7,ENSG00000104432
IL7R,5,35852695,IL7R,ENSG00000168685
IL9,5,135895841,IL9,ENSG00000145839
IL9R,Y,57184216,IL9R,ENSG00000292373
IL9RP1,9,138137095,IL9RP1,ENSG00000229926
IL9RP2,10,86265,IL9RP2,ENSG00000232420
IL9RP3,16,38321,IL9RP3,ENSG00000226942
IL9RP4,18,88570,IL9RP4,ENSG00000262081
IL9RP5,20,64278306,IL9RP5,ENSG00000278171
IL9RP6,22,17012404,IL9RP6,ENSG00000270226
ILDR1,3,122022247,ILDR1,ENSG00000145103
ILDR2,1,166975540,ILDR2,ENSG00000143195
ILF2,1,153671028,ILF2,ENSG00000143621
ILF2P1,3,65687301,ILF2P1,ENSG00000244226
ILF2P2,14,36055313,ILF2P2,ENSG00000257720
ILF3,19,10654304,ILF3,ENSG00000129351
ILF3-DT,19,10653879,ILF3-DT,ENSG00000267100
ILK,11,6603708,ILK,ENSG00000166333
ILKAP,2,238203708,ILKAP,ENSG00000132323
ILRUN,6,34696859,ILRUN,ENSG00000196821
ILRUN-AS1,6,34696317,ILRUN-AS1,ENSG00000272288
ILRUNP1,2,106344566,ILRUNP1,ENSG00000227513
ILVBL,19,15125786,ILVBL,ENSG00000105135
ILVBL-AS1,19,15124012,ILVBL-AS1,ENSG00000268564
IMMP1L,11,31509645,IMMP1L,ENSG00000148950
IMMP1LP1,11,63632233,IMMP1LP1,ENSG00000270269
IMMP1LP2,12,113015607,IMMP1LP2,ENSG00000258159
IMMP1LP3,7,2287915,IMMP1LP3,ENSG00000271098
IMMP2L,7,111562517,IMMP2L,ENSG00000184903
IMMT,2,86195472,IMMT,ENSG00000132305
IMMTP1,21,44678086,IMMTP1,ENSG00000229880
IMP3,15,75648706,IMP3,ENSG00000177971
IMP3P1,9,10830308,IMP3P1,ENSG00000230589
IMP3P2,7,128693450,IMP3P2,ENSG00000239722
IMP4,2,130342877,IMP4,ENSG00000136718
IMPA1,8,81686331,IMPA1,ENSG00000133731
IMPA1P1,8,81626949,IMPA1P1,ENSG00000251521
IMPA2,18,11981025,IMPA2,ENSG00000141401
IMPACT,18,24426634,IMPACT,ENSG00000154059
IMPDH1,7,128409986,IMPDH1,ENSG00000106348
IMPDH1P10,2,201140027,IMPDH1P10,ENSG00000232133
IMPDH1P11,16,10111382,IMPDH1P11,ENSG00000261647
IMPDH1P2,X,40360726,IMPDH1P2,ENSG00000214045
IMPDH1P3,7,138440690,IMPDH1P3,ENSG00000214815
IMPDH1P4,X,43279658,IMPDH1P4,ENSG00000237206
IMPDH1P5,HSCHR10_1_CTG4,77781876,IMPDH1P5,ENSG00000282534
IMPDH1P6,8,123400582,IMPDH1P6,ENSG00000254294
IMPDH1P7,2,187003377,IMPDH1P7,ENSG00000226553
IMPDH1P8,3,15878047,IMPDH1P8,ENSG00000224728
IMPDH1P9,6,18368644,IMPDH1P9,ENSG00000218976
IMPDH2,3,49029447,IMPDH2,ENSG00000178035
IMPG1,6,76072678,IMPG1,ENSG00000112706
IMPG2,3,101320575,IMPG2,ENSG00000081148
INA,10,103277138,INA,ENSG00000148798
INAFM1,19,47274885,INAFM1,ENSG00000257704
INAFM2,15,40323692,INAFM2,ENSG00000259330
INAVA,1,200891048,INAVA,ENSG00000163362
INAVAP1,HSCHR3_6_CTG2_1,112185998,INAVAP1,ENSG00000285255
INCA1,17,4997610,INCA1,ENSG00000196388
INCENP,11,62123998,INCENP,ENSG00000149503
INE1,X,47204921,INE1,ENSG00000224975
INE2,X,15787589,INE2,ENSG00000281371
INF2,14,104681146,INF2,ENSG00000203485
ING1,13,110712736,ING1,ENSG00000153487
ING2,4,183505058,ING2,ENSG00000168556
ING2-DT,4,183505777,ING2-DT,ENSG00000232648
ING3,7,120950763,ING3,ENSG00000071243
ING4,12,6663142,ING4,ENSG00000111653
ING5,2,241687085,ING5,ENSG00000168395
INGX,X,71492928,INGX,ENSG00000243468
INHA,2,219569162,INHA,ENSG00000123999
INHBA,7,41705834,INHBA,ENSG00000122641
INHBA-AS1,7,41693884,INHBA-AS1,ENSG00000224116
INHBB,2,120346136,INHBB,ENSG00000163083
INHBC,12,57434784,INHBC,ENSG00000175189
INHBE,12,57452323,INHBE,ENSG00000139269
INHCAP,3,133688192,INHCAP,ENSG00000242337
INIP,9,112718149,INIP,ENSG00000148153
INKA1,3,49803261,INKA1,ENSG00000185614
INKA2,1,111755824,INKA2,ENSG00000197852
INKA2-AS1,1,111739579,INKA2-AS1,ENSG00000227811
INKILN,4,73721073,INKILN,ENSG00000289530
INMT,7,30697985,INMT,ENSG00000241644
INMT-MINDY4,7,30752137,INMT-MINDY4,ENSG00000254959
INO80,15,41116280,INO80,ENSG00000128908
INO80-AS1,15,41016807,INO80-AS1,ENSG00000259521
INO80B,2,74455087,INO80B,ENSG00000115274
INO80B-WBP1,2,74455088,INO80B-WBP1,ENSG00000274049
INO80C,18,35497979,INO80C,ENSG00000153391
INO80D,HSCHR2_6_CTG7_2,206086303,INO80D,ENSG00000283510
INO80D-AS1,2,193623,INO80D-AS1,ENSG00000227946
INO80E,16,29995715,INO80E,ENSG00000169592
INPP1,2,190343570,INPP1,ENSG00000151689
INPP4A,2,98444854,INPP4A,ENSG00000040933
INPP4B,4,142847432,INPP4B,ENSG00000109452
INPP5A,10,132537787,INPP5A,ENSG00000068383
INPP5B,1,37947053,INPP5B,ENSG00000204084
INPP5B-AS1,1,37860697,INPP5B-AS1,ENSG00000230955
INPP5D,HG2232_PATCH,5305,INPP5D,ENSG00000281614
INPP5E,9,136439845,INPP5E,ENSG00000148384
INPP5F,10,119726042,INPP5F,ENSG00000198825
INPP5J,22,31122731,INPP5J,ENSG00000185133
INPP5K,17,1516742,INPP5K,ENSG00000132376
INPPL1,11,72223701,INPPL1,ENSG00000165458
INS,11,2161221,INS,ENSG00000254647
INS-IGF2,11,2161209,INS-IGF2,ENSG00000129965
INSC,11,15112424,INSC,ENSG00000188487
INSIG1,7,155297776,INSIG1,ENSG00000186480
INSIG1-DT,7,155299042,INSIG1-DT,ENSG00000273117
INSIG2,2,118088452,INSIG2,ENSG00000125629
INSL3,19,17821574,INSL3,ENSG00000248099
INSL4,9,5231419,INSL4,ENSG00000120211
INSL5,1,66801276,INSL5,ENSG00000172410
INSL6,9,5185647,INSL6,ENSG00000120210
INSM1,20,20368104,INSM1,ENSG00000173404
INSM2,14,35534164,INSM2,ENSG00000168348
INSR,19,7294414,INSR,ENSG00000171105
INSRR,1,156859117,INSRR,ENSG00000027644
INSYN1,15,73753351,INSYN1,ENSG00000205363
INSYN1-AS1,15,73751426,INSYN1-AS1,ENSG00000260469
INSYN2A,10,127196591,INSYN2A,ENSG00000188916
INSYN2B,5,169980495,INSYN2B,ENSG00000204767
INTS1,7,1504389,INTS1,ENSG00000164880
INTS10,8,19817391,INTS10,ENSG00000104613
INTS11,1,1324687,INTS11,ENSG00000127054
INTS12,4,105895986,INTS12,ENSG00000138785
INTS13,12,26938326,INTS13,ENSG00000064102
INTS14,15,65611289,INTS14,ENSG00000138614
INTS15,7,6590021,INTS15,ENSG00000146576
INTS2,17,61928016,INTS2,ENSG00000108506
INTS3,HSCHR1_1_CTG31,44768,INTS3,ENSG00000262826
INTS4,11,77994715,INTS4,ENSG00000149262
INTS4P1,7,65141032,INTS4P1,ENSG00000290545
INTS4P2,7,65647823,INTS4P2,ENSG00000273024
INTS5,11,62653302,INTS5,ENSG00000185085
INTS6,13,51454264,INTS6,ENSG00000102786
INTS6-AS1,13,51452364,INTS6-AS1,ENSG00000236778
INTS6L,X,135520659,INTS6L,ENSG00000165359
INTS6L-AS1,X,135521688,INTS6L-AS1,ENSG00000225235
INTS6P1,5,39721513,INTS6P1,ENSG00000250492
INTS7,1,212035557,INTS7,ENSG00000143493
INTS8,8,94813311,INTS8,ENSG00000164941
INTS9,8,28890242,INTS9,ENSG00000104299
INTS9-AS1,8,28798142,INTS9-AS1,ENSG00000254034
INTU,4,127623271,INTU,ENSG00000164066
INVS,9,100099243,INVS,ENSG00000119509
IP6K1,3,49786542,IP6K1,ENSG00000176095
IP6K2,3,48740353,IP6K2,ENSG00000068745
IP6K3,6,33746905,IP6K3,ENSG00000161896
IPCEF1,6,154356803,IPCEF1,ENSG00000074706
IPMK,10,58267894,IPMK,ENSG00000151151
IPMKP1,13,22837880,IPMKP1,ENSG00000226507
IPO11,5,62403972,IPO11,ENSG00000086200
IPO13,1,43946950,IPO13,ENSG00000117408
IPO4,HG1_PATCH,24188869,IPO4,ENSG00000285248
IPO5,13,97953658,IPO5,ENSG00000065150
IPO5P1,19,23255434,IPO5P1,ENSG00000269837
IPO7,11,9384652,IPO7,ENSG00000205339
IPO7P1,X,51922499,IPO7P1,ENSG00000232951
IPO7P2,13,24123814,IPO7P2,ENSG00000225674
IPO8,12,30695869,IPO8,ENSG00000133704
IPO8P1,1,210862285,IPO8P1,ENSG00000224668
IPO9,1,201829149,IPO9,ENSG00000198700
IPO9-AS1,1,201829559,IPO9-AS1,ENSG00000231871
IPP,1,45750653,IPP,ENSG00000197429
IPPK,9,92670131,IPPK,ENSG00000127080
IPPKP1,13,21104371,IPPKP1,ENSG00000225585
IQANK1,8,143734139,IQANK1,ENSG00000203499
IQCA1,2,236507535,IQCA1,ENSG00000132321
IQCA1-AS1,2,236391074,IQCA1-AS1,ENSG00000232893
IQCA1L,7,151205496,IQCA1L,ENSG00000278685
IQCB1,3,121835079,IQCB1,ENSG00000173226
IQCB2P,6,28010723,IQCB2P,ENSG00000217539
IQCC,1,32205671,IQCC,ENSG00000160051
IQCD,12,113221094,IQCD,ENSG00000166578
IQCE,7,2558972,IQCE,ENSG00000106012
IQCF1,3,51903353,IQCF1,ENSG00000173389
IQCF2,3,51861615,IQCF2,ENSG00000184345
IQCF3,3,51826883,IQCF3,ENSG00000229972
IQCF4P,3,51817603,IQCF4P,ENSG00000293437
IQCF5,3,51875601,IQCF5,ENSG00000214681
IQCF5-AS1,3,51873596,IQCF5-AS1,ENSG00000235455
IQCF6,3,51779241,IQCF6,ENSG00000214686
IQCG,3,197960142,IQCG,ENSG00000114473
IQCH,15,67254786,IQCH,ENSG00000103599
IQCH-AS1,15,67521898,IQCH-AS1,ENSG00000259673
IQCJ,3,158962928,IQCJ,ENSG00000214216
IQCJ-SCHIP1,3,158962235,IQCJ-SCHIP1,ENSG00000283154
IQCJ-SCHIP1-AS1,3,159768748,IQCJ-SCHIP1-AS1,ENSG00000241211
IQCK,16,19716456,IQCK,ENSG00000174628
IQCM,4,149896233,IQCM,ENSG00000234828
IQCN,19,18274500,IQCN,ENSG00000130518
IQGAP1,15,90388242,IQGAP1,ENSG00000140575
IQGAP2,5,76403285,IQGAP2,ENSG00000145703
IQGAP3,HG2515_PATCH,156572604,IQGAP3,ENSG00000291754
IQSEC1,3,13283281,IQSEC1,ENSG00000144711
IQSEC2,X,53321350,IQSEC2,ENSG00000124313
IQSEC3,12,60780,IQSEC3,ENSG00000120645
IQSEC3-AS1,12,182508,IQSEC3-AS1,ENSG00000256540
IQSEC3-AS2,HSCHR12_1_CTG1,111964,IQSEC3-AS2,ENSG00000262226
IQSEC3P1,12,2753132,IQSEC3P1,ENSG00000256902
IQSEC3P3,20,64327972,IQSEC3P3,ENSG00000274727
IQUB,7,123535077,IQUB,ENSG00000164675
IRAG1,11,10693988,IRAG1,ENSG00000072952
IRAG1-AS1,11,10541244,IRAG1-AS1,ENSG00000177112
IRAG2,12,25004342,IRAG2,ENSG00000118308
IRAIN,15,98648337,IRAIN,ENSG00000259424
IRAK1,X,154019902,IRAK1,ENSG00000184216
IRAK1BP1,6,78867551,IRAK1BP1,ENSG00000146243
IRAK2,3,10164919,IRAK2,ENSG00000134070
IRAK3,12,66189195,IRAK3,ENSG00000090376
IRAK4,12,43758944,IRAK4,ENSG00000198001
IREB2,15,78437431,IREB2,ENSG00000136381
IRF1,5,132508719,IRF1,ENSG00000125347
IRF2,4,184474558,IRF2,ENSG00000168310
IRF2-DT,4,184474666,IRF2-DT,ENSG00000271646
IRF2BP1,19,45886141,IRF2BP1,ENSG00000170604
IRF2BP2,1,234610178,IRF2BP2,ENSG00000168264
IRF2BPL,14,77028708,IRF2BPL,ENSG00000119669
IRF3,19,49665875,IRF3,ENSG00000126456
IRF4,6,391739,IRF4,ENSG00000137265
IRF5,7,128937457,IRF5,ENSG00000128604
IRF5P1,8,92972575,IRF5P1,ENSG00000251347
IRF6,1,209806175,IRF6,ENSG00000117595
IRF7,11,615983,IRF7,ENSG00000185507
IRF8,16,85899116,IRF8,ENSG00000140968
IRF9,14,462243,IRF9,ENSG00000213928
IRGC,19,43716076,IRGC,ENSG00000124449
IRGM,5,150846521,IRGM,ENSG00000237693
IRGQ,19,43596134,IRGQ,ENSG00000167378
IRS1,2,226799820,IRS1,ENSG00000169047
IRS2,13,109786583,IRS2,ENSG00000185950
IRS3P,7,100570131,IRS3P,ENSG00000184414
IRS4,X,108736563,IRS4,ENSG00000133124
IRS4-AS1,X,108736009,IRS4-AS1,ENSG00000237863
IRX1,5,3595832,IRX1,ENSG00000170549
IRX1P1,13,24742677,IRX1P1,ENSG00000231417
IRX2,5,2751677,IRX2,ENSG00000170561
IRX2-DT,5,2752131,IRX2-DT,ENSG00000186493
IRX3,16,54286787,IRX3,ENSG00000177508
